Tipo Titulo;Vencimento do Titulo;Data Venda;PU;Quantidade;Valor
Tesouro Prefixado 01/2022;01/01/2022;09/12/2002;923.75;710.18;656028.78
Tesouro Prefixado 01/2022;01/01/2022;10/12/2002;932.99;703.07;655957.28
Tesouro Prefixado 01/2022;01/01/2022;11/12/2002;923.66;710.11;655900.2
Tesouro Prefixado 01/2022;01/01/2022;12/12/2002;914.42;703;642837.26
Tesouro Prefixado 01/2022;01/01/2022;13/12/2002;905.27;695.97;630040.76
Tesouro Prefixado 01/2022;01/01/2022;16/12/2002;914.33;689.01;629982.51
Tesouro Prefixado 01/2022;01/01/2022;17/12/2002;923.47;695.9;642642.77
Tesouro Prefixado 01/2022;01/01/2022;18/12/2002;886.53;702.86;623106.48
Tesouro Prefixado 01/2022;01/01/2022;20/12/2002;957.45;674.75;646039.39
Tesouro Prefixado 01/2022;01/01/2022;23/12/2002;938.31;728.73;683774.65
Tesouro Prefixado 01/2022;01/01/2022;24/12/2002;928.92;714.15;663388.22
Tesouro Prefixado 01/2022;01/01/2022;27/12/2002;938.21;707.01;663323.85
Tesouro Prefixado 01/2022;01/01/2022;30/12/2002;928.83;714.08;663258.93
Tesouro Prefixado 01/2022;01/01/2022;03/01/2003;919.54;706.94;650059.61
Tesouro Prefixado 01/2022;01/01/2022;06/01/2003;910.35;699.87;637126.65
Tesouro Prefixado 01/2022;01/01/2022;07/01/2003;919.45;692.87;637059.32
Tesouro Prefixado 01/2022;01/01/2022;08/01/2003;928.64;699.8;649862.27
Tesouro Prefixado 01/2022;01/01/2022;09/01/2003;891.5;706.8;630112.2
Tesouro Prefixado 01/2022;01/01/2022;10/01/2003;971.73;678.53;659347.96
Tesouro Prefixado 01/2022;01/01/2022;13/01/2003;952.3;739.6;704321.08
Tesouro Prefixado 01/2022;01/01/2022;15/01/2003;942.77;724.8;683319.7
Tesouro Prefixado 01/2022;01/01/2022;17/01/2003;952.2;717.56;683260.63
Tesouro Prefixado 01/2022;01/01/2022;20/01/2003;942.68;724.73;683188.48
Tesouro Prefixado 01/2022;01/01/2022;21/01/2003;933.25;717.48;669588.21
Tesouro Prefixado 01/2022;01/01/2022;22/01/2003;923.92;710.31;656269.62
Tesouro Prefixado 01/2022;01/01/2022;23/01/2003;933.16;703.21;656207.44
Tesouro Prefixado 01/2022;01/01/2022;27/01/2003;942.49;710.24;669394.1
Tesouro Prefixado 01/2022;01/01/2022;28/01/2003;904.79;717.34;649042.06
Tesouro Prefixado 01/2022;01/01/2022;29/01/2003;977.18;688.65;672935.01
Tesouro Prefixado 01/2022;01/01/2022;31/01/2003;957.63;743.74;712227.74
Tesouro Prefixado 01/2022;01/01/2022;03/02/2003;948.06;728.86;691003.01
Tesouro Prefixado 01/2022;01/01/2022;04/02/2003;957.54;721.58;690941.71
Tesouro Prefixado 01/2022;01/01/2022;05/02/2003;947.96;728.79;690863.77
Tesouro Prefixado 01/2022;01/01/2022;06/02/2003;938.48;721.5;677113.32
Tesouro Prefixado 01/2022;01/01/2022;10/02/2003;929.1;714.29;663646.84
Tesouro Prefixado 01/2022;01/01/2022;11/02/2003;938.39;707.15;663582.49
Tesouro Prefixado 01/2022;01/01/2022;12/02/2003;947.77;714.22;676916.29
Tesouro Prefixado 01/2022;01/01/2022;13/02/2003;1014.12;721.36;731545.6
Tesouro Prefixado 01/2022;01/01/2022;14/02/2003;983.69;771.85;759261.13
Tesouro Prefixado 01/2022;01/01/2022;17/02/2003;964.02;748.7;721761.77
Tesouro Prefixado 01/2022;01/01/2022;18/02/2003;954.38;733.72;700247.69
Tesouro Prefixado 01/2022;01/01/2022;20/02/2003;963.92;726.39;700181.85
Tesouro Prefixado 01/2022;01/01/2022;21/02/2003;954.28;733.65;700107.52
Tesouro Prefixado 01/2022;01/01/2022;24/02/2003;944.74;726.32;686183.56
Tesouro Prefixado 01/2022;01/01/2022;25/02/2003;935.29;719.05;672520.27
Tesouro Prefixado 01/2022;01/01/2022;26/02/2003;944.65;711.86;672458.55
Tesouro Prefixado 01/2022;01/01/2022;27/02/2003;954.09;718.98;685971.63
Tesouro Prefixado 01/2022;01/01/2022;28/02/2003;840.23;726.17;610149.82
Tesouro Prefixado 01/2022;01/01/2022;05/03/2003;722.6;769.74;556214.12
Tesouro Prefixado 01/2022;01/01/2022;06/03/2003;708.15;661.98;468781.14
Tesouro Prefixado 01/2022;01/01/2022;07/03/2003;764.8;648.74;496156.35
Tesouro Prefixado 01/2022;01/01/2022;10/03/2003;772.45;700.64;541209.37
Tesouro Prefixado 01/2022;01/01/2022;11/03/2003;764.72;707.64;541146.46
Tesouro Prefixado 01/2022;01/01/2022;12/03/2003;757.07;700.57;530380.53
Tesouro Prefixado 01/2022;01/01/2022;13/03/2003;764.64;693.56;530323.72
Tesouro Prefixado 01/2022;01/01/2022;14/03/2003;734.06;700.5;514209.03
Tesouro Prefixado 01/2022;01/01/2022;17/03/2003;792.78;672.48;533128.69
Tesouro Prefixado 01/2022;01/01/2022;19/03/2003;776.93;726.27;564260.95
Tesouro Prefixado 01/2022;01/01/2022;20/03/2003;769.16;711.75;547449.63
Tesouro Prefixado 01/2022;01/01/2022;21/03/2003;776.85;704.63;547391.82
Tesouro Prefixado 01/2022;01/01/2022;24/03/2003;769.08;711.68;547338.85
Tesouro Prefixado 01/2022;01/01/2022;25/03/2003;761.39;704.56;536444.94
Tesouro Prefixado 01/2022;01/01/2022;26/03/2003;753.78;697.51;525769.09
Tesouro Prefixado 01/2022;01/01/2022;27/03/2003;761.31;690.54;525715.01
Tesouro Prefixado 01/2022;01/01/2022;02/04/2003;768.93;697.45;536290.23
Tesouro Prefixado 01/2022;01/01/2022;03/04/2003;822.75;704.42;579561.56
Tesouro Prefixado 01/2022;01/01/2022;04/04/2003;798.07;753.73;601529.3
Tesouro Prefixado 01/2022;01/01/2022;07/04/2003;782.11;731.12;571816.26
Tesouro Prefixado 01/2022;01/01/2022;08/04/2003;774.29;716.49;554771.04
Tesouro Prefixado 01/2022;01/01/2022;09/04/2003;782.03;709.33;554717.34
Tesouro Prefixado 01/2022;01/01/2022;10/04/2003;774.21;716.42;554659.53
Tesouro Prefixado 01/2022;01/01/2022;11/04/2003;766.47;709.26;543626.51
Tesouro Prefixado 01/2022;01/01/2022;14/04/2003;758.8;702.17;532806.6
Tesouro Prefixado 01/2022;01/01/2022;15/04/2003;766.39;695.14;532748.34
Tesouro Prefixado 01/2022;01/01/2022;16/04/2003;774.06;702.1;543467.53
Tesouro Prefixado 01/2022;01/01/2022;22/04/2003;820.5;709.12;581832.96
Tesouro Prefixado 01/2022;01/01/2022;23/04/2003;705.63;751.66;530393.85
Tesouro Prefixado 01/2022;01/01/2022;28/04/2003;691.52;646.43;447019.27
Tesouro Prefixado 01/2022;01/01/2022;29/04/2003;746.84;633.5;473123.14
Tesouro Prefixado 01/2022;01/01/2022;02/05/2003;754.31;684.18;516083.82
Tesouro Prefixado 01/2022;01/01/2022;05/05/2003;746.76;691.02;516026.1
Tesouro Prefixado 01/2022;01/01/2022;06/05/2003;754.23;684.11;515976.29
Tesouro Prefixado 01/2022;01/01/2022;08/05/2003;724.06;690.96;500296.5
Tesouro Prefixado 01/2022;01/01/2022;09/05/2003;781.99;663.32;518709.61
Tesouro Prefixado 01/2022;01/01/2022;12/05/2003;766.35;716.38;548997.81
Tesouro Prefixado 01/2022;01/01/2022;13/05/2003;758.68;702.05;532631.29
Tesouro Prefixado 01/2022;01/01/2022;14/05/2003;766.27;695.03;532580.64
Tesouro Prefixado 01/2022;01/01/2022;15/05/2003;758.61;701.98;532529.05
Tesouro Prefixado 01/2022;01/01/2022;16/05/2003;751.02;694.96;521928.86
Tesouro Prefixado 01/2022;01/01/2022;19/05/2003;743.51;688.02;511549.75
Tesouro Prefixado 01/2022;01/01/2022;20/05/2003;750.95;681.14;511502.08
Tesouro Prefixado 01/2022;01/01/2022;21/05/2003;758.46;687.95;521782.56
Tesouro Prefixado 01/2022;01/01/2022;22/05/2003;811.55;694.83;563889.29
Tesouro Prefixado 01/2022;01/01/2022;23/05/2003;787.2;743.46;585251.71
Tesouro Prefixado 01/2022;01/01/2022;26/05/2003;771.46;721.16;556346.09
Tesouro Prefixado 01/2022;01/01/2022;27/05/2003;763.74;706.74;539765.61
Tesouro Prefixado 01/2022;01/01/2022;28/05/2003;771.38;699.67;539711.44
Tesouro Prefixado 01/2022;01/01/2022;29/05/2003;763.67;706.67;539662.68
Tesouro Prefixado 01/2022;01/01/2022;30/05/2003;756.03;699.6;528918.59
Tesouro Prefixado 01/2022;01/01/2022;02/06/2003;748.47;692.6;518390.32
Tesouro Prefixado 01/2022;01/01/2022;03/06/2003;755.95;685.68;518339.8
Tesouro Prefixado 01/2022;01/01/2022;04/06/2003;763.51;692.53;528753.58
Tesouro Prefixado 01/2022;01/01/2022;05/06/2003;809.32;699.46;566086.97
Tesouro Prefixado 01/2022;01/01/2022;09/06/2003;696.02;741.43;516050.11
Tesouro Prefixado 01/2022;01/01/2022;10/06/2003;682.1;637.63;434927.42
Tesouro Prefixado 01/2022;01/01/2022;11/06/2003;736.67;624.87;460322.98
Tesouro Prefixado 01/2022;01/01/2022;12/06/2003;744.03;674.86;502116.09
Tesouro Prefixado 01/2022;01/01/2022;13/06/2003;736.59;681.61;502067.11
Tesouro Prefixado 01/2022;01/01/2022;16/06/2003;729.23;674.8;492084.4
Tesouro Prefixado 01/2022;01/01/2022;17/06/2003;721.93;668.05;482285.34
Tesouro Prefixado 01/2022;01/01/2022;18/06/2003;729.15;661.37;482237.94
Tesouro Prefixado 01/2022;01/01/2022;20/06/2003;736.45;667.98;491933.87
Tesouro Prefixado 01/2022;01/01/2022;23/06/2003;788;674.66;531632.08
Tesouro Prefixado 01/2022;01/01/2022;24/06/2003;764.36;721.89;551783.84
Tesouro Prefixado 01/2022;01/01/2022;25/06/2003;749.07;700.23;524521.29
Tesouro Prefixado 01/2022;01/01/2022;26/06/2003;741.58;686.23;508894.44
Tesouro Prefixado 01/2022;01/01/2022;27/06/2003;748.99;679.36;508833.85
Tesouro Prefixado 01/2022;01/01/2022;30/06/2003;741.5;686.16;508787.64
Tesouro Prefixado 01/2022;01/01/2022;01/07/2003;734.09;679.3;498667.34
Tesouro Prefixado 01/2022;01/01/2022;02/07/2003;726.75;672.5;488739.38
Tesouro Prefixado 01/2022;01/01/2022;03/07/2003;734.02;665.78;488695.84
Tesouro Prefixado 01/2022;01/01/2022;04/07/2003;741.36;672.44;498520.12
Tesouro Prefixado 01/2022;01/01/2022;07/07/2003;785.84;679.16;533711.09
Tesouro Prefixado 01/2022;01/01/2022;08/07/2003;675.82;719.91;486529.58
Tesouro Prefixado 01/2022;01/01/2022;09/07/2003;662.3;619.12;410043.18
Tesouro Prefixado 01/2022;01/01/2022;10/07/2003;715.29;606.74;433995.05
Tesouro Prefixado 01/2022;01/01/2022;14/07/2003;722.44;655.28;473400.48
Tesouro Prefixado 01/2022;01/01/2022;15/07/2003;715.22;661.83;473354.05
Tesouro Prefixado 01/2022;01/01/2022;16/07/2003;708.06;655.21;463927.99
Tesouro Prefixado 01/2022;01/01/2022;17/07/2003;700.98;648.66;454697.69
Tesouro Prefixado 01/2022;01/01/2022;18/07/2003;707.99;642.18;454657.02
Tesouro Prefixado 01/2022;01/01/2022;21/07/2003;715.07;648.6;463794.4
Tesouro Prefixado 01/2022;01/01/2022;22/07/2003;765.13;655.08;501221.36
Tesouro Prefixado 01/2022;01/01/2022;23/07/2003;742.17;700.94;520216.64
Tesouro Prefixado 01/2022;02/01/2022;24/07/2003;727.33;679.91;494518.94
Tesouro Prefixado 01/2022;03/01/2022;25/07/2003;720.06;666.31;479783.18
Tesouro Prefixado 01/2022;04/01/2022;30/07/2003;727.26;659.65;479737.06
Tesouro Prefixado 01/2022;05/01/2022;31/07/2003;719.99;666.25;479693.34
Tesouro Prefixado 01/2022;06/01/2022;04/08/2003;712.79;659.58;470142.03
Tesouro Prefixado 01/2022;07/01/2022;05/08/2003;705.66;652.99;460788.92
Tesouro Prefixado 01/2022;08/01/2022;06/08/2003;712.72;646.46;460744.97
Tesouro Prefixado 01/2022;09/01/2022;11/08/2003;719.84;652.92;469997.93
Tesouro Prefixado 01/2022;10/01/2022;12/08/2003;763.03;659.45;503180.13
Tesouro Prefixado 01/2022;11/01/2022;13/08/2003;656.21;699.02;458703.91
Tesouro Prefixado 01/2022;12/01/2022;14/08/2003;643.08;601.16;386593.97
Tesouro Prefixado 01/2022;13/01/2022;15/08/2003;694.53;589.13;409168.46
Tesouro Prefixado 01/2022;14/01/2022;18/08/2003;701.48;636.26;446323.66
Tesouro Prefixado 01/2022;15/01/2022;19/08/2003;694.46;642.63;446280.83
Tesouro Prefixado 01/2022;16/01/2022;20/08/2003;687.52;636.2;437400.22
Tesouro Prefixado 01/2022;17/01/2022;21/08/2003;680.64;629.84;428694.3
Tesouro Prefixado 01/2022;18/01/2022;22/08/2003;687.45;623.54;428652.57
Tesouro Prefixado 01/2022;19/01/2022;25/08/2003;694.32;629.78;437268.85
Tesouro Prefixado 01/2022;20/01/2022;26/08/2003;742.92;636.07;472549.12
Tesouro Prefixado 01/2022;21/01/2022;27/08/2003;720.64;680.6;490467.58
Tesouro Prefixado 01/2022;22/01/2022;28/08/2003;706.22;660.18;466232.32
Tesouro Prefixado 01/2022;23/01/2022;29/08/2003;699.16;646.98;452342.54
Tesouro Prefixado 01/2022;24/01/2022;01/09/2003;706.15;640.51;452296.14
Tesouro Prefixado 01/2022;25/01/2022;02/09/2003;699.09;646.91;452248.31
Tesouro Prefixado 01/2022;26/01/2022;03/09/2003;692.1;640.44;443248.52
Tesouro Prefixado 01/2022;27/01/2022;04/09/2003;685.18;634.04;434431.53
Tesouro Prefixado 01/2022;28/01/2022;05/09/2003;692.03;627.7;434387.23
Tesouro Prefixado 01/2022;29/01/2022;08/09/2003;698.95;633.98;443120.32
Tesouro Prefixado 01/2022;30/01/2022;09/09/2003;740.89;640.31;474399.28
Tesouro Prefixado 01/2022;31/01/2022;10/09/2003;637.17;678.73;432466.39
Tesouro Prefixado 01/2022;01/02/2022;11/09/2003;624.42;583.71;364480.2
Tesouro Prefixado 01/2022;02/02/2022;12/09/2003;674.38;572.04;385772.34
Tesouro Prefixado 01/2022;03/02/2022;15/09/2003;681.12;617.8;420795.94
Tesouro Prefixado 01/2022;04/02/2022;16/09/2003;674.31;623.98;420755.95
Tesouro Prefixado 01/2022;05/02/2022;17/09/2003;667.56;617.74;412378.51
Tesouro Prefixado 01/2022;06/02/2022;18/09/2003;660.89;611.56;404173.89
Tesouro Prefixado 01/2022;07/02/2022;19/09/2003;667.5;605.44;404131.2
Tesouro Prefixado 01/2022;08/02/2022;22/09/2003;674.17;611.5;412254.96
Tesouro Prefixado 01/2022;09/02/2022;23/09/2003;721.37;617.61;445525.33
Tesouro Prefixado 01/2022;10/02/2022;24/09/2003;699.72;660.85;462409.96
Tesouro Prefixado 01/2022;11/02/2022;25/09/2003;685.73;641.02;439566.64
Tesouro Prefixado 01/2022;12/02/2022;26/09/2003;678.87;628.2;426466.13
Tesouro Prefixado 01/2022;13/02/2022;02/10/2003;685.66;621.92;426425.67
Tesouro Prefixado 01/2022;14/02/2022;03/10/2003;678.8;628.14;426381.43
Tesouro Prefixado 01/2022;15/02/2022;06/10/2003;672.02;621.86;417902.36
Tesouro Prefixado 01/2022;16/02/2022;07/10/2003;665.3;615.64;409585.29
Tesouro Prefixado 01/2022;17/02/2022;08/10/2003;671.95;609.48;409540.09
Tesouro Prefixado 01/2022;18/02/2022;09/10/2003;678.67;615.58;417775.68
Tesouro Prefixado 01/2022;19/02/2022;10/10/2003;719.39;621.73;447266.34
Tesouro Prefixado 01/2022;20/02/2022;13/10/2003;618.67;659.04;407728.28
Tesouro Prefixado 01/2022;21/02/2022;14/10/2003;606.3;566.77;343632.65
Tesouro Prefixado 01/2022;22/02/2022;15/10/2003;654.81;555.44;363707.67
Tesouro Prefixado 01/2022;23/02/2022;16/10/2003;661.35;599.87;396724.02
Tesouro Prefixado 01/2022;24/02/2022;17/10/2003;654.74;605.87;396687.32
Tesouro Prefixado 01/2022;25/02/2022;20/10/2003;648.19;599.81;388790.84
Tesouro Prefixado 01/2022;26/02/2022;21/10/2003;641.71;593.81;381053.82
Tesouro Prefixado 01/2022;27/02/2022;22/10/2003;648.13;587.87;381016.18
Tesouro Prefixado 01/2022;28/02/2022;23/10/2003;654.61;593.75;388674.69
Tesouro Prefixado 01/2022;01/03/2022;24/10/2003;700.43;599.69;420040.87
Tesouro Prefixado 01/2022;02/03/2022;27/10/2003;679.42;641.67;435963.43
Tesouro Prefixado 01/2022;03/03/2022;28/10/2003;665.83;622.42;414425.91
Tesouro Prefixado 01/2022;04/03/2022;29/10/2003;659.17;609.97;402073.92
Tesouro Prefixado 01/2022;05/03/2022;30/10/2003;665.76;603.87;402032.49
Tesouro Prefixado 01/2022;06/03/2022;31/10/2003;659.11;609.91;401997.78
Tesouro Prefixado 01/2022;07/03/2022;03/11/2003;652.51;603.81;393992.06
Tesouro Prefixado 01/2022;08/03/2022;04/11/2003;645.99;597.77;386153.44
Tesouro Prefixado 01/2022;09/03/2022;05/11/2003;652.45;591.8;386119.91
Tesouro Prefixado 01/2022;10/03/2022;06/11/2003;658.97;597.71;393872.96
Tesouro Prefixado 01/2022;11/03/2022;07/11/2003;698.51;603.69;421683.5
Tesouro Prefixado 01/2022;12/03/2022;10/11/2003;600.72;639.91;384406.74
Tesouro Prefixado 01/2022;13/03/2022;11/11/2003;588.71;550.32;323978.89
Tesouro Prefixado 01/2022;14/03/2022;12/11/2003;635.8;539.32;342899.66
Tesouro Prefixado 01/2022;15/03/2022;13/11/2003;642.16;582.46;374032.51
Tesouro Prefixado 01/2022;16/03/2022;14/11/2003;635.74;588.29;373999.48
Tesouro Prefixado 01/2022;17/03/2022;17/11/2003;629.38;582.4;366550.91
Tesouro Prefixado 01/2022;18/03/2022;18/11/2003;623.09;576.58;359261.23
Tesouro Prefixado 01/2022;19/03/2022;19/11/2003;629.32;570.81;359222.15
Tesouro Prefixado 01/2022;20/03/2022;20/11/2003;635.61;576.52;366441.88
Tesouro Prefixado 01/2022;21/03/2022;21/11/2003;680.1;582.29;396015.43
Tesouro Prefixado 01/2022;22/03/2022;24/11/2003;659.7;623.05;411026.09
Tesouro Prefixado 01/2022;23/03/2022;25/11/2003;646.51;604.36;390724.78
Tesouro Prefixado 01/2022;24/03/2022;26/11/2003;640.04;592.27;379076.49
Tesouro Prefixado 01/2022;25/03/2022;27/11/2003;646.44;586.35;379040.09
Tesouro Prefixado 01/2022;26/03/2022;28/11/2003;639.98;592.21;379002.56
Tesouro Prefixado 01/2022;27/03/2022;01/12/2003;633.58;586.29;371461.62
Tesouro Prefixado 01/2022;28/03/2022;02/12/2003;627.24;580.43;364068.91
Tesouro Prefixado 01/2022;29/03/2022;04/12/2003;633.52;574.62;364033.26
Tesouro Prefixado 01/2022;30/03/2022;05/12/2003;639.85;580.37;371349.74
Tesouro Prefixado 01/2022;31/03/2022;08/12/2003;678.24;586.17;397563.94
Tesouro Prefixado 01/2022;01/04/2022;09/12/2003;583.29;621.34;362421.41
Tesouro Prefixado 01/2022;02/04/2022;10/12/2003;571.62;534.35;305445.15
Tesouro Prefixado 01/2022;03/04/2022;11/12/2003;617.35;523.67;323287.67
Tesouro Prefixado 01/2022;04/04/2022;12/12/2003;623.53;565.56;352643.63
Tesouro Prefixado 01/2022;05/04/2022;15/12/2003;617.29;571.22;352608.39
Tesouro Prefixado 01/2022;06/04/2022;16/12/2003;611.12;565.5;345588.36
Tesouro Prefixado 01/2022;07/04/2022;17/12/2003;605.01;559.85;338714.85
Tesouro Prefixado 01/2022;08/04/2022;18/12/2003;611.06;554.25;338680.01
Tesouro Prefixado 01/2022;09/04/2022;19/12/2003;617.17;559.79;345485.59
Tesouro Prefixado 01/2022;10/04/2022;22/12/2003;660.37;565.39;373366.59
Tesouro Prefixado 01/2022;11/04/2022;23/12/2003;640.56;604.97;387519.58
Tesouro Prefixado 01/2022;12/04/2022;26/12/2003;627.75;586.82;368376.26
Tesouro Prefixado 01/2022;13/04/2022;29/12/2003;621.47;575.08;357394.97
Tesouro Prefixado 01/2022;14/04/2022;30/12/2003;627.68;569.33;357357.05
Tesouro Prefixado 01/2022;15/04/2022;02/01/2004;621.41;575.02;357323.18
Tesouro Prefixado 01/2022;16/04/2022;05/01/2004;615.19;569.27;350209.21
Tesouro Prefixado 01/2022;17/04/2022;06/01/2004;609.04;563.58;343242.76
Tesouro Prefixado 01/2022;18/04/2022;07/01/2004;615.13;557.95;343211.78
Tesouro Prefixado 01/2022;19/04/2022;08/01/2004;621.28;563.53;350109.92
Tesouro Prefixado 01/2022;20/04/2022;09/01/2004;658.56;569.16;374826.01
Tesouro Prefixado 01/2022;21/04/2022;12/01/2004;566.36;603.31;341690.65
Tesouro Prefixado 01/2022;22/04/2022;13/01/2004;555.03;518.85;287977.32
Tesouro Prefixado 01/2022;23/04/2022;14/01/2004;599.44;508.47;304797.26
Tesouro Prefixado 01/2022;24/04/2022;15/01/2004;605.43;549.15;332471.88
Tesouro Prefixado 01/2022;25/04/2022;16/01/2004;599.38;554.64;332440.12
Tesouro Prefixado 01/2022;26/04/2022;19/01/2004;593.38;549.09;325819.02
Tesouro Prefixado 01/2022;27/04/2022;20/01/2004;587.45;543.6;319337.82
Tesouro Prefixado 01/2022;28/04/2022;21/01/2004;593.32;538.17;319307.02
Tesouro Prefixado 01/2022;29/04/2022;22/01/2004;599.26;543.55;325727.77
Tesouro Prefixado 01/2022;30/04/2022;23/01/2004;641.2;548.98;352005.98
Tesouro Prefixado 01/2022;01/05/2022;26/01/2004;621.97;587.41;365351.4
Tesouro Prefixado 01/2022;02/05/2022;27/01/2004;609.53;569.79;347304.1
Tesouro Prefixado 01/2022;03/05/2022;28/01/2004;603.43;558.39;336949.28
Tesouro Prefixado 01/2022;04/05/2022;29/01/2004;609.47;552.81;336921.11
Tesouro Prefixado 01/2022;05/05/2022;30/01/2004;603.37;558.34;336885.61
Tesouro Prefixado 01/2022;06/05/2022;02/02/2004;597.34;552.75;330179.69
Tesouro Prefixado 01/2022;07/05/2022;03/02/2004;591.37;547.23;323615.41
Tesouro Prefixado 01/2022;08/05/2022;04/02/2004;597.28;541.75;323576.44
Tesouro Prefixado 01/2022;09/05/2022;05/02/2004;603.25;547.17;330080.3
Tesouro Prefixado 01/2022;10/05/2022;06/02/2004;639.45;552.64;353385.65
Tesouro Prefixado 01/2022;11/05/2022;09/02/2004;549.93;585.8;322148.99
Tesouro Prefixado 01/2022;12/05/2022;10/02/2004;538.93;503.79;271507.54
Tesouro Prefixado 01/2022;13/05/2022;11/02/2004;582.04;493.71;287358.97
Tesouro Prefixado 01/2022;14/05/2022;12/02/2004;587.86;533.21;313452.83
Tesouro Prefixado 01/2022;15/05/2022;13/02/2004;581.98;538.54;313419.51
Tesouro Prefixado 01/2022;16/05/2022;16/02/2004;576.16;533.16;307185.47
Tesouro Prefixado 01/2022;17/05/2022;17/02/2004;570.4;527.83;301074.23
Tesouro Prefixado 01/2022;18/05/2022;18/02/2004;576.11;522.55;301046.28
Tesouro Prefixado 01/2022;19/05/2022;19/02/2004;581.87;527.77;307093.53
Tesouro Prefixado 01/2022;20/05/2022;20/02/2004;622.6;533.05;331876.93
Tesouro Prefixado 01/2022;21/05/2022;25/02/2004;603.92;570.36;344451.81
Tesouro Prefixado 01/2022;22/05/2022;26/02/2004;591.84;553.25;327435.48
Tesouro Prefixado 01/2022;23/05/2022;27/02/2004;585.92;542.19;317679.96
Tesouro Prefixado 01/2022;24/05/2022;01/03/2004;591.78;536.77;317649.75
Tesouro Prefixado 01/2022;25/05/2022;02/03/2004;585.86;542.13;317612.28
Tesouro Prefixado 01/2022;26/05/2022;03/03/2004;580;536.71;311291.8
Tesouro Prefixado 01/2022;27/05/2022;04/03/2004;574.2;531.35;305101.17
Tesouro Prefixado 01/2022;28/05/2022;05/03/2004;579.95;526.03;305071.1
Tesouro Prefixado 01/2022;29/05/2022;08/03/2004;585.75;531.29;311203.12
Tesouro Prefixado 01/2022;30/05/2022;09/03/2004;620.89;536.61;333175.78
Tesouro Prefixado 01/2022;31/05/2022;10/03/2004;533.97;568.8;303722.14
Tesouro Prefixado 01/2022;01/06/2022;11/03/2004;523.29;489.17;255977.77
Tesouro Prefixado 01/2022;02/06/2022;12/03/2004;565.15;479.39;270927.26
Tesouro Prefixado 01/2022;03/06/2022;15/03/2004;570.8;517.74;295525.99
Tesouro Prefixado 01/2022;04/06/2022;16/03/2004;565.09;522.91;295491.21
Tesouro Prefixado 01/2022;05/06/2022;17/03/2004;559.44;517.69;289616.49
Tesouro Prefixado 01/2022;06/06/2022;18/03/2004;553.85;512.51;283853.66
Tesouro Prefixado 01/2022;07/06/2022;19/03/2004;559.39;507.38;283823.3
Tesouro Prefixado 01/2022;08/06/2022;22/03/2004;564.98;512.46;289529.65
Tesouro Prefixado 01/2022;09/06/2022;23/03/2004;604.53;517.58;312892.64
Tesouro Prefixado 01/2022;10/06/2022;24/03/2004;586.39;553.81;324748.65
Tesouro Prefixado 01/2022;11/06/2022;25/03/2004;574.67;537.2;308712.72
Tesouro Prefixado 01/2022;12/06/2022;26/03/2004;568.92;526.45;299507.93
Tesouro Prefixado 01/2022;13/06/2022;29/03/2004;574.61;521.19;299480.99
Tesouro Prefixado 01/2022;14/06/2022;02/04/2004;568.86;526.4;299447.9
Tesouro Prefixado 01/2022;15/06/2022;05/04/2004;563.17;521.14;293490.41
Tesouro Prefixado 01/2022;16/06/2022;06/04/2004;557.54;515.93;287651.61
Tesouro Prefixado 01/2022;17/06/2022;07/04/2004;563.12;510.77;287624.8
Tesouro Prefixado 01/2022;18/06/2022;08/04/2004;568.75;515.88;293406.75
Tesouro Prefixado 01/2022;19/06/2022;12/04/2004;602.87;521.03;314113.36
Tesouro Prefixado 01/2022;20/06/2022;13/04/2004;518.47;552.3;286350.98
Tesouro Prefixado 01/2022;21/06/2022;14/04/2004;508.1;474.97;241332.26
Tesouro Prefixado 01/2022;22/06/2022;15/04/2004;548.75;465.47;255426.66
Tesouro Prefixado 01/2022;23/06/2022;16/04/2004;554.24;502.71;278621.99
Tesouro Prefixado 01/2022;24/06/2022;19/04/2004;548.69;507.74;278591.86
Tesouro Prefixado 01/2022;25/06/2022;20/04/2004;543.21;502.66;273049.94
Tesouro Prefixado 01/2022;26/06/2022;22/04/2004;537.78;497.64;267620.84
Tesouro Prefixado 01/2022;27/06/2022;23/04/2004;543.15;492.66;267588.28
Tesouro Prefixado 01/2022;28/06/2022;26/04/2004;548.58;497.59;272967.92
Tesouro Prefixado 01/2022;29/06/2022;27/04/2004;586.99;502.56;294997.69
Tesouro Prefixado 01/2022;30/06/2022;28/04/2004;569.38;537.74;306178.4
Tesouro Prefixado 01/2022;01/07/2022;29/04/2004;557.99;521.61;291053.16
Tesouro Prefixado 01/2022;02/07/2022;30/04/2004;552.41;511.18;282380.94
Tesouro Prefixado 01/2022;03/07/2022;03/05/2004;557.93;506.07;282351.64
Tesouro Prefixado 01/2022;04/07/2022;04/05/2004;552.35;511.13;282322.66
Tesouro Prefixado 01/2022;05/07/2022;05/05/2004;546.83;506.01;276701.45
Tesouro Prefixado 01/2022;06/07/2022;06/05/2004;541.36;500.95;271194.29
Tesouro Prefixado 01/2022;07/07/2022;07/05/2004;546.78;495.94;271170.07
Tesouro Prefixado 01/2022;08/07/2022;10/05/2004;552.24;500.9;276617.02
Tesouro Prefixado 01/2022;09/07/2022;11/05/2004;585.38;505.91;296149.6
Tesouro Prefixado 01/2022;10/07/2022;12/05/2004;503.42;536.27;269969.04
